"20191014_Toxoplasma_TMT_FullExperiment, 126C:126C.127C.127N, ctrl.turbo.rah.nobiotin:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 127N:126C.127C.127N, ctrl.turbo.cyto.nobiotin:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 127C:126C.127C.127N, ctrl.noturbo.nobiotin:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 128N:126C.127C.127N, turborah.toxo.r1:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 128C:126C.127C.127N, turborah.mock.r1:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 129N:126C.127C.127N, turborah.toxo.r2:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 129C:126C.127C.127N, turborah.mock.r2:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 130N:126C.127C.127N, turborah.toxo.r3:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 130C:126C.127C.127N, turbocyto.toxo.r1:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 131N:126C.127C.127N, turborah.toxo.r4:control.mean"	"20191014_Toxoplasma_TMT_FullExperiment, 131C:126C.127C.127N, turbocyto.toxo.r2:control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
0	0.879	-0.977	3.557	3.152	3.391	3.244	3.57	5.327	3.561	5.489	P49662	P49662	1	9	6	6	P49662|P49662-2|P49662-4|P49662-5|P49662-3	HUMAN	43832	16.7	1643	1643.1	80.1	80.1	Caspase-4	6	9	3.62E+08	16.70%
0	0.617	-0.858	2.577	2.775	2.82	2.313	2.647	4.211	2.716	4.082	O43747-2	O43747-2	1	7	6	6	O43747-2|O43747|B3KNW1|H3BNR4|H3BUN9|B4DGE1|O75843	HUMAN	92577.1	9.5	1644	1644.1	80.08	80.08	Isoform 2 of AP-1 complex subunit gamma-1	6	7	1.17E+08	9.50%
0.085	0	-1.004	2.91	2.859	2.933	3.092	2.944	3.4	2.883	3.358	Q14554	Q14554	1	7	5	5	Q14554|Q14554-2|Q2KIL5	HUMAN	60335	10	1645	1645.1	80.05	80.05	Protein disulfide-isomerase A5	5	7	1.84E+08	10.00%
0	0.172	-0.233	2.631	2.662	3.411	2.925	3.095	3.879	2.836	4.414	B4E0T2	B4E0T2	1	11	5	5	B4E0T2|P50542-4|P50542|P50542-3|P50542-2	HUMAN	73580.7	13.6	1646	1646.1	79.92	79.92	Peroxisomal targeting signal 1 receptor	5	11	2.28E+08	13.60%
0	1.006	-0.36	3.576	3.881	3.872	3.819	3.526	3.063	3.636	3.309	Q8NA72	Q8NA72	1	9	6	6	Q8NA72|Q8NA72-3|D6RDG4|Q8NA72-2	HUMAN	63749.7	12.1	1647	1647.1	79.88	79.88	Centrosomal protein POC5	6	9	2.98E+08	12.10%
0	0.238	-1.14	2.089	1.842	2.156	1.858	1.938	3.08	1.956	3.546	P21810	P21810	1	11	5	5	P21810	HUMAN	42052.7	20.1	1648	1648.1	79.71	79.71	Biglycan	5	11	3.72E+08	20.10%
0	0.177	-0.857	3.276	3.282	3.443	3.308	3.712	3.677	3.663	3.783	Q9NX40	Q9NX40	1	12	6	6	Q9NX40|Q9NX40-4|Q9NX40-2|Q9NX40-3|D6RBN5|D6RC55|D6RIV2|D6RF07	HUMAN	27796.8	31	1649	1649.1	79.46	79.46	OCIA domain-containing protein 1	6	12	3.48E+08	31.00%
0	0.069	-0.732	3.543	3.527	3.627	3.59	3.718	3.57	3.543	3.633	Q04771	Q04771	1	10	6	6	Q04771	HUMAN	58350	12.3	1650	1650.1	79.37	79.37	Activin receptor type-1	6	10	3.52E+08	12.30%
0	0.164	-0.7	3.861	3.556	4.037	3.745	3.972	3.872	3.926	4.027	P08910	P08910	1	10	6	6	P08910	HUMAN	49112.8	15.7	1651	1651.1	79.27	79.27	Monoacylglycerol lipase ABHD2	6	10	4.23E+08	15.70%
0	1.09	-0.244	3.661	3.618	3.833	3.925	3.761	5.322	3.83	5.458	Q8NFC6	Q8NFC6	1	7	7	7	Q8NFC6	HUMAN	332628.7	2.2	1652	1652.1	79.18	79.18	Biorientation of chromosomes in cell division protein 1-like 1	7	7	2.84E+08	2.20%
0	0.339	-0.749	2.204	2.115	2.407	1.759	2.194	3.655	2.27	3.6	TGGT1_219800-t26_1-p1	TGGT1_219800	1	12	7	7	TGGT1_219800-t26_1-p1|P15313|P21281|C9JL73	Toxoplasma_gondii_GT1	56841.6	17.4	1653	1653.1	79.18	79.18	TGGT1_219800	7	12	5.67E+08	17.40%
0	0.071	-0.999	2.962	2.687	3.1	1.977	2.749	1.778	2.79	1.892	A0A0A0MTS7	A0A0A0MTS7	1	15	12	12	A0A0A0MTS7|Q8WZ42-12|Q8WZ42-13|Q8WZ42-8|Q8WZ42|Q8WZ42-2|Q8WZ42-7|Q8WZ42-4|Q8WZ42-11|Q8WZ42-5|A0A0A0MRA3|Q8WZ42-9|Q8WZ42-10|Q8WZ42-3	HUMAN	4024362.5	0.6	1654	1654.1	79.04	79.04	Titin	12	15	1.32E+09	0.60%
0	0.088	-0.4	2.436	2.354	2.955	2.565	2.914	4.305	2.925	4.274	Q9UI26-2	Q9UI26-2	1	6	5	5	Q9UI26-2|Q9UI26|F8WDV0|E7EMB7	HUMAN	118089.5	8.5	1655	1655.1	78.98	78.98	Isoform 2 of Importin-11	5	6	52400000	8.50%
0	0.066	-0.789	0.309	-1.466	0.287	-1.018	0.432	1.142	0.271	1.12	TGGT1_245620-t26_1-p1	TGGT1_245620	1	24	6	6	TGGT1_245620-t26_1-p1	Toxoplasma_gondii_GT1	17663.1	30.5	1656	1656.1	78.97	78.97	TGGT1_245620	6	24	2.80E+10	30.50%
0.7	0	-0.201	1.185	1.468	1.36	1.144	1	2.111	1.072	1.763	Q14112	Q14112	1	10	6	6	Q14112|Q14112-2|A0A087WZP6|P14543|P14543-2	HUMAN	154046.6	5.6	1657	1657.1	78.88	78.88	Nidogen-2	6	10	1.79E+08	5.60%
0	1.085	-0.304	2.904	2.828	2.747	2.878	2.945	4.97	2.931	5.048	Q8IWR0	Q8IWR0	1	6	5	5	Q8IWR0	HUMAN	112418.4	7.1	1658	1658.1	78.88	78.88	Zinc finger CCCH domain-containing protein 7A	5	6	1.48E+08	7.10%
0.263	0.054	-0.844	3.968	3.976	3.975	5.409	4.183	3.091	3.974	3.607	O00193	O00193	1	8	4	4	O00193|E9PM92|E9PQA1	HUMAN	20389.2	28.9	1659	1659.1	78.74	78.74	Small acidic protein	4	8	2.13E+08	28.90%
0	0.08	-0.664	2.888	2.806	3.17	3.657	3.108	3.329	3.143	3.488	Q96ED9	Q96ED9	1	6	6	6	Q96ED9|Q96ED9-2	HUMAN	83775.7	10.7	1660	1660.1	78.54	78.54	Protein Hook homolog 2	6	6	2.54E+08	10.70%
0	0.599	-1.117	3.441	2.835	3.64	3.532	3.431	3.924	3.339	4.223	Q15121	Q15121	1	9	5	5	Q15121|B1AKZ5|Q15121-2	HUMAN	15096.9	55.3	1661	1661.1	78.5	78.5	Astrocytic phosphoprotein PEA-15	5	9	1.65E+09	55.30%
0	0.877	-0.813	3.701	3.54	3.698	3.52	3.602	4.622	4.136	4.843	Q9H4A6	Q9H4A6	1	7	6	6	Q9H4A6|D6REM1	HUMAN	34095.2	32.8	1662	1662.1	78.41	78.41	Golgi phosphoprotein 3	6	7	1.61E+08	32.80%
0	1.016	-0.677	2.864	2.651	2.934	2.796	2.968	3.542	2.946	3.777	P49915	P49915	1	6	5	5	P49915|P49915-2	HUMAN	77455.7	13.2	1663	1663.1	78.36	78.36	GMP synthase [glutamine-hydrolyzing]	5	6	1.69E+08	13.20%
0	0.504	-1.138	2.291	2.172	2.584	2.333	2.48	3.806	2.34	3.809	P61019	P61019	1	10	6	2	P61019|E9PKL7|P61019-2|Q8WUD1|Q8WUD1-2|E9PE37	HUMAN	23716.3	27.8	1664	1664.1	78.36	17.22	Ras-related protein Rab-2A	6	10	3.13E+08	27.80%
0.313	0	-0.65	1.668	-0.373	2.005	-0.438	1.597	2.592	1.989	2.852	TGGT1_312050-t26_1-p1	TGGT1_312050	1	3	6	2	TGGT1_312050-t26_1-p1	Toxoplasma_gondii_GT1	24437.2	26.1	1664	1664.2	78.34	17.2	TGGT1_312050	2	3	43500000	8.40%
0	0.175	-0.714	2.972	2.857	2.947	3.067	2.915	4.373	2.953	4.454	Q13435	Q13435	1	7	6	6	Q13435|E9PPJ0	HUMAN	100339.9	8	1665	1665.1	78.35	78.35	Splicing factor 3B subunit 2	6	7	5.16E+09	8.00%
0	0.404	0	2.202	2.45	2.363	2.322	2.019	3.444	2.351	3.517	P35568	P35568	1	9	6	6	P35568	HUMAN	132786.8	5.2	1666	1666.1	78.3	78.3	Insulin receptor substrate 1	6	9	1.69E+08	5.20%
0	0.307	-0.571	2.789	3.038	2.851	2.874	3.048	4.206	3.208	4.266	Q6STE5	Q6STE5	1	7	4	3	Q6STE5|Q6STE5-2|Q96GM5|Q96GM5-2	HUMAN	55243.2	13	1667	1667.1	78.26	58.49	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	4	7	1.76E+08	13.00%
-0.368	0.438		2.764	2.514	2.577	2.633	2.721	3.538	2.64	3.742	Q92925	Q92925	1	1	2	1	Q92925|Q92925-2|B9EGA3|Q92925-3|J3KMX2	HUMAN	59148.1	5	1667	1667.2	23.9	4.13	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	1	1	3.33E+08	1.80%
0	0.186	-0.4	4.334	4.262	4.472	4.69	4.504	4.303	4.595	4.475	Q96NW4	Q96NW4	1	8	7	7	Q96NW4	HUMAN	118807.7	8.2	1668	1668.1	78.13	78.13	Ankyrin repeat domain-containing protein 27	7	8	1.39E+08	8.20%
0	0.799	-0.566	3.049	2.772	3.186	3.067	3.21	4.281	3.1	4.397	Q00537-2	Q00537-2	1	9	5	5	Q00537-2|Q00537|F5H6Z0|Q07002-3|Q07002-2|Q07002	HUMAN	59872.4	13.9	1669	1669.1	78.01	78.01	Isoform 2 of Cyclin-dependent kinase 17	5	9	2.22E+09	13.90%
0	0.306	-1.295	2.784	2.671	3.202	3.126	3.103	3.642	2.952	3.638	P62330	P62330	1	11	5	5	P62330|P36406|P36406-2|P36406-3	HUMAN	20195.9	36	1670	1670.1	77.77	77.77	ADP-ribosylation factor 6	5	11	1.25E+09	36.00%
0	0.621	-0.629	2.999	2.907	3.052	3.009	2.924	4.024	2.786	4.305	Q03164-3	Q03164-3	1	9	6	6	Q03164-3|Q03164|Q03164-2	HUMAN	436608.3	1.8	1671	1671.1	77.66	77.66	Isoform 3 of Histone-lysine N-methyltransferase 2A	6	9	1.57E+08	1.80%
0	0.606	-0.643	3.159	3.248	3.236	3.205	3.363	4.615	3.261	4.749	Q00535	Q00535	1	11	7	7	Q00535|Q00535-2	HUMAN	33760.3	25.3	1672	1672.1	77.55	77.55	Cyclin-dependent-like kinase 5	7	11	1.44E+09	25.30%
0	0.249	-1	3.979	3.698	3.829	3.901	4.194	4.051	4.021	4.146	P13984	P13984	1	14	6	6	P13984	HUMAN	28436.8	29.3	1673	1673.1	77.45	77.45	General transcription factor IIF subunit 2	6	14	9.13E+08	29.30%
0	0.388	-0.575	3.651	3.497	3.517	3.778	3.736	3.849	3.744	3.862	Q92917	Q92917	1	8	6	6	Q92917	HUMAN	52456.1	20.5	1674	1674.1	77.16	77.16	G-patch domain and KOW motifs-containing protein	6	8	2.76E+08	20.50%
0	0.699	-0.447	2.642	2.842	2.664	2.835	2.662	3.212	2.636	3.6	Q8WTT2	Q8WTT2	1	7	6	6	Q8WTT2	HUMAN	93002.5	8.7	1675	1675.1	77.13	77.13	Nucleolar complex protein 3 homolog	6	7	3.90E+08	8.70%
0	0.777	-0.624	3.785	3.563	3.713	3.733	3.897	4.94	3.821	4.939	Q7Z392	Q7Z392	1	8	7	7	Q7Z392|Q7Z392-3|Q7Z392-4|D6RHE5|Q7Z392-2	HUMAN	130532.9	6.3	1676	1676.1	77.12	77.12	Trafficking protein particle complex subunit 11	7	8	5.28E+08	6.30%
0	0.18	-0.995	2.209	2.234	2.498	2.2	2.027	3.602	2.309	3.587	Q6PL18	Q6PL18	1	6	4	4	Q6PL18|A0A0B4J211|Q9ULI0|Q9ULI0-2|Q6PL18-2	HUMAN	159920.6	4.8	1677	1677.1	77.01	77.01	ATPase family AAA domain-containing protein 2	4	6	85600000	4.80%
0	1.261	-0.892	3.713	3.565	3.758	3.954	3.764	5.985	3.781	6.065	O75175	O75175	1	7	7	7	O75175|H7C3F5	HUMAN	82098.7	10.2	1678	1678.1	76.94	76.94	CCR4-NOT transcription complex subunit 3	7	7	9.24E+08	10.20%
0	0.621	-0.621	3.028	2.828	3.243	3.208	3.11	3.709	3.182	3.87	O75964	O75964	1	5	5	5	O75964|E9PN17	HUMAN	11428.3	47.5	1679	1679.1	76.92	76.92	ATP synthase subunit g mitochondrial	5	5	1.26E+08	47.50%
0	0.775	-0.246	2.608	2.89	2.809	2.704	2.844	3.505	2.969	3.772	Q9BT22	Q9BT22	1	8	5	5	Q9BT22|Q9BT22-2	HUMAN	53315.9	11.6	1680	1680.1	76.8	76.8	Chitobiosyldiphosphodolichol beta-mannosyltransferase	5	8	2.47E+08	11.60%
0	0.363	-0.71	2.959	2.945	3.008	2.948	3.172	3.785	3.273	4.008	P11166	P11166	1	10	6	6	P11166	HUMAN	54425.1	13.4	1681	1681.1	76.68	76.68	Solute carrier family 2 facilitated glucose transporter member 1	6	10	1.12E+09	13.40%
0	0.155	-0.845	2.324	2.426	2.747	2.483	2.747	3.022	2.589	3.455	P28331-2	P28331-2	1	9	5	5	P28331-2|P28331|P28331-5|P28331-4|P28331-3|B4DJ81	HUMAN	82022.9	11.6	1682	1682.1	76.52	76.52	Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit mitochondrial	5	9	1.96E+08	11.60%
0	0.7	-0.598	2.52	2.192	2.41	2.405	2.501	4.4	2.396	4.824	P26639-2	P26639-2	1	10	6	6	P26639-2|P26639|TGGT1_300260-t26_1-p1	HUMAN	87829.5	7.8	1683	1683.1	76.52	76.52	Isoform 2 of Threonine--tRNA ligase cytoplasmic	6	10	1.56E+09	7.80%
0	0.23	-0.517	3.068	3.021	2.739	3.389	3.144	4.361	3.126	4.53	Q6ZW31	Q6ZW31	1	9	6	6	Q6ZW31|Q6ZW31-2|M0QXZ8	HUMAN	80475.9	10	1684	1684.1	76.51	76.51	Rho GTPase-activating protein SYDE1	6	9	4.81E+08	10.00%
0	0.781	-0.958	3.988	4.062	3.977	4.031	4.138	4.829	4.434	4.822	Q9NRW7	Q9NRW7	1	8	5	5	Q9NRW7|A0A087WU65|Q9NRW7-2|B7Z7G7	HUMAN	65475.1	8.2	1685	1685.1	76.43	76.43	Vacuolar protein sorting-associated protein 45	5	8	4.44E+08	8.20%
0	0.15	-0.895	3.489	2.902	3.545	2.955	3.613	4.141	3.355	4.273	Q8IWB1	Q8IWB1	1	9	6	6	Q8IWB1	HUMAN	62971.3	11.7	1686	1686.1	76.31	76.31	Inositol 145-trisphosphate receptor-interacting protein	6	9	3.73E+08	11.70%
0	0.813	-0.758	3.332	3.113	3.379	3.316	3.497	5.803	3.437	5.867	Q5H9R7-5	Q5H9R7-5	1	15	6	6	Q5H9R7-5|Q5H9R7|Q5H9R7-2|Q5H9R7-6|E9PKF6|H7BXH2|Q5H9R7-4|Q5H9R7-3|E9PQP7	HUMAN	99453.3	6.3	1687	1687.1	76.21	76.21	Isoform 5 of Serine/threonine-protein phosphatase 6 regulatory subunit 3	6	15	1.60E+09	6.30%
0	0.823	-0.531	3.239	3.501	3.482	3.233	3.321	6.075	3.481	6.084	Q99871-2	Q99871-2	1	4	4	4	Q99871-2|Q99871|Q99871-3|A6NDA1	HUMAN	48173.9	13.3	1688	1688.1	76.18	76.18	Isoform 2 of HAUS augmin-like complex subunit 7	4	4	82500000	13.30%
0.094	0	-1.411	3.016	2.869	2.826	3.052	2.805	4.48	2.923	4.666	P55268	P55268	1	7	5	5	P55268	HUMAN	203109.5	4	1689	1689.1	76.13	76.13	Laminin subunit beta-2	5	7	1.53E+09	4.00%
0	0.553	-1.269	3.304	3.31	3.577	3.584	3.633	4.385	3.487	4.415	Q13315	Q13315	1	10	9	9	Q13315|A0A087X0E9|Q6P7P1	HUMAN	355759	3.6	1690	1690.1	76.02	76.02	Serine-protein kinase ATM	9	10	2.23E+08	3.60%
0	0.428	-0.453	3.39	2.891	3.428	3.059	3.79	3.947	3.482	3.976	P53985	P53985	1	6	4	4	P53985|P53985-2	HUMAN	54627.8	12.2	1691	1691.1	76.02	76.02	Monocarboxylate transporter 1	4	6	6.01E+08	12.20%
0.008	0	-0.401	2.594	2.558	2.659	2.628	2.604	3.94	2.595	3.954	B4DLN1	B4DLN1	1	6	4	4	B4DLN1|F6RGN5|Q9UBX3-2|Q9UBX3	HUMAN	48611.9	14.2	1692	1692.1	75.92	75.92	cDNA FLJ60124 highly similar to Mitochondrial dicarboxylate carrier	4	6	5.66E+08	14.20%
0	0.658	-0.631	2.7	2.68	2.941	2.801	2.889	4.278	2.742	4.262	P35268	P35268	1	20	4	4	P35268|K7ERI7|K7EKS7	HUMAN	14843.8	50.7	1693	1693.1	75.84	75.84	60S ribosomal protein L22	4	20	4.12E+09	50.70%
0	0.366	-0.291	2.387	2.165	2.425	2.287	2.297	2.897	2.299	2.988	O76031	O76031	1	7	5	5	O76031|H0YM48	HUMAN	69964.2	11.6	1694	1694.1	75.79	75.79	ATP-dependent Clp protease ATP-binding subunit clpX-like mitochondrial	5	7	3.21E+08	11.60%
0	0.589	-0.35	3.914	3.741	3.813	3.76	3.779	3.616	4.065	4.071	Q8NFA0	Q8NFA0	1	8	6	6	Q8NFA0|K7EQL6	HUMAN	183934.5	3.1	1695	1695.1	75.71	75.71	Ubiquitin carboxyl-terminal hydrolase 32	6	8	2.87E+08	3.10%
0	0.786	-0.698	4.172	3.752	4.294	3.898	4.394	4.851	4.217	5.049	Q9H444	Q9H444	1	14	5	5	Q9H444	HUMAN	24949.7	27.2	1696	1696.1	75.59	75.59	Charged multivesicular body protein 4b	5	14	2.14E+09	27.20%
0	0.562	-0.443	2.994	3.103	3.118	3.218	3.141	3.38	3.003	3.51	E7EV01	E7EV01	1	7	6	6	E7EV01|O15484	HUMAN	78495.2	10.1	1697	1697.1	75.54	75.54	Calpain-5	6	7	2.14E+08	10.10%
0.084	0	-1.005	2.3	1.999	2.225	2.232	2.228	2.389	2.186	2.594	Q9Y4W6	Q9Y4W6	1	8	6	6	Q9Y4W6	HUMAN	89038.5	7.7	1698	1698.1	75.49	75.49	AFG3-like protein 2	6	8	3.41E+08	7.70%
0	0.538	-0.974	3.249	3.331	3.303	3.463	3.251	3.625	3.325	3.929	Q6PML9	Q6PML9	1	6	6	6	Q6PML9	HUMAN	64141.6	11.2	1699	1699.1	75.09	75.09	Zinc transporter 9	6	6	5.80E+08	11.20%
0	0.249	-0.494	2.565	2.7	2.275	2.91	2.602	3.372	2.432	3.398	O75874	O75874	1	13	6	6	O75874	HUMAN	46943.7	14.4	1700	1700.1	75.08	75.08	Isocitrate dehydrogenase [NADP] cytoplasmic	6	13	3.24E+08	14.40%
0.049	0.128	-0.875	2.715	2.814	2.95	2.876	3.039	4.588	2.909	4.638	Q9NQS7	Q9NQS7	1	9	7	7	Q9NQS7|Q9NQS7-2	HUMAN	105826.3	9.2	1701	1701.1	74.98	74.98	Inner centromere protein	7	9	2.27E+08	9.20%
0	0.523	-0.949	2.841	2.831	2.918	2.908	2.91	5.086	3.02	5.18	Q13625-3	Q13625-3	1	8	6	6	Q13625-3|Q13625|Q13625-2	HUMAN	127005.7	7	1702	1702.1	74.98	74.98	Isoform 3 of Apoptosis-stimulating of p53 protein 2	6	8	5.50E+08	7.00%
0	0.686	-0.656	2.905	1.394	2.869	1.356	3.235	4.122	3.05	4.334	TGGT1_247510-t26_1-p1	TGGT1_247510	1	7	5	5	TGGT1_247510-t26_1-p1	Toxoplasma_gondii_GT1	42796.1	18.1	1703	1703.1	74.93	74.93	TGGT1_247510	5	7	2.07E+08	18.10%
0.083	0.179	-0.971	2.574	2.22	2.432	2.231	2.593	4.829	2.556	4.889	P35869	P35869	1	5	4	4	P35869	HUMAN	97172.6	9.3	1704	1704.1	74.64	74.64	Aryl hydrocarbon receptor	4	5	1.93E+08	9.30%
0	0.114	-0.761	2.334	1.268	2.119	1.018	2.267	3.45	2.201	3.301	TGGT1_262050-t26_1-p1	TGGT1_262050	1	8	6	6	TGGT1_262050-t26_1-p1	Toxoplasma_gondii_GT1	65729	12	1705	1705.1	74.61	74.61	TGGT1_262050	6	8	8.23E+08	12.00%
0	0.567	-0.143	3.675	4.157	3.756	3.971	3.851	2.951	3.533	2.975	P51636	P51636	1	18	5	5	P51636|P51636-2|E9PCT3|P51636-3	HUMAN	18576.1	29.6	1706	1706.1	74.57	74.57	Caveolin-2	5	18	3.30E+09	29.60%
0	0.604	-0.792	2.529	2.467	2.498	2.522	2.502	3.427	2.462	3.445	Q9Y3U8	Q9Y3U8	1	9	7	7	Q9Y3U8|J3QSB5	HUMAN	12310.6	48.5	1707	1707.1	74.52	74.52	60S ribosomal protein L36	7	9	5.60E+08	48.50%
0	0.491	-0.422	2.789	2.94	2.922	2.962	2.965	3.699	2.845	3.971	O95714	O95714	1	8	5	5	O95714	HUMAN	533836.7	1.3	1708	1708.1	74.49	74.49	E3 ubiquitin-protein ligase HERC2	5	8	3.10E+09	1.30%
0	0.126	-0.665	3.53	3.514	3.545	3.86	3.464	3.288	3.651	3.417	P55287	P55287	1	9	6	6	P55287|P55287-2|H3BUU9	HUMAN	88420.1	7.2	1709	1709.1	74.24	74.24	Cadherin-11	6	9	2.42E+08	7.20%
0	0.567	-0.759	3.269	3.131	3.288	3.247	3.349	4.609	3.184	4.646	P51812	P51812	1	6	5	5	P51812|Q15418-2|Q15418|E9PGT3|Q15418-4|Q15418-3|Q9UK32-2|Q9UK32|E9PAN7	HUMAN	84076.8	8.6	1710	1710.1	74.22	74.22	Ribosomal protein S6 kinase alpha-3	5	6	1.04E+09	8.60%
0	0.547	-0.717	2.609	2.801	3.061	2.696	3.054	4.57	3.017	4.601	Q8N122	Q8N122	1	9	6	6	Q8N122|Q8N122-3|Q8N122-2	HUMAN	150746.6	5	1711	1711.1	74.2	74.2	Regulatory-associated protein of mTOR	6	9	2.92E+08	5.00%
0	0.75	-0.666	3.275	3.179	3.556	3.412	3.532	6.311	3.526	6.256	Q9UFF9	Q9UFF9	1	10	4	4	Q9UFF9|Q9UFF9-3|Q9UFF9-2|B7Z9U0|E5RHL9	HUMAN	33824.8	16.4	1712	1712.1	74.14	74.14	CCR4-NOT transcription complex subunit 8	4	10	3.99E+08	16.40%
0	0.302	-0.573	3.33	3.433	3.42	3.463	3.528	4.311	3.434	4.65	Q9BQ67	Q9BQ67	1	7	5	5	Q9BQ67	HUMAN	49817.7	15.6	1713	1713.1	74.1	74.1	Glutamate-rich WD repeat-containing protein 1	5	7	2.56E+08	15.60%
0	0.646	-0.199	3.514	3.404	3.724	3.788	3.718	5.28	3.659	5.538	Q8IWW6	Q8IWW6	1	8	6	6	Q8IWW6|Q8IWW6-4|Q8IWW6-2|Q1RLN5|Q8IWW6-3	HUMAN	96595	9.2	1714	1714.1	73.96	73.96	Rho GTPase-activating protein 12	6	8	1.78E+09	9.20%
0	0.415	-0.881	3.435	3.367	3.418	3.488	3.579	3.665	3.483	3.769	Q9NZJ5	Q9NZJ5	1	9	6	6	Q9NZJ5|E7ER02	HUMAN	126241	6	1715	1715.1	73.88	73.88	Eukaryotic translation initiation factor 2-alpha kinase 3	6	9	1.84E+08	6.00%
0	0.97	-0.802	3.08	2.858	3.15	2.981	3.131	4.821	3.372	4.641	P23258	P23258	1	12	5	5	P23258|Q9NRH3|K7EKE5	HUMAN	51511.3	14.4	1716	1716.1	73.86	73.86	Tubulin gamma-1 chain	5	12	7.86E+08	14.40%
0	0.413	-0.605	3.389	3.354	3.512	3.331	3.535	3.573	3.501	3.77	Q8IXI1	Q8IXI1	1	11	5	5	Q8IXI1|H3BUX4|H3BVI5|H3BMP9|Q8IXI2-3|Q8IXI2-7|Q8IXI2-2|Q8IXI2-5|Q8IXI2|H7BXZ6|Q8IXI2-4|Q8IXI2-6|Q8IXI1-2|Q9Y3L5|A0A087X2C3	HUMAN	69143.5	8.8	1717	1717.1	73.68	73.68	Mitochondrial Rho GTPase 2	5	11	2.78E+08	8.80%
0	1.278	-0.747	2.17	2.606	2.396	2.334	2.431	5.102	2.344	4.918	Q9NUD5	Q9NUD5	1	9	7	7	Q9NUD5|Q9NUD5-2	HUMAN	44416.5	15	1718	1718.1	73.64	73.64	Zinc finger CCHC domain-containing protein 3	7	9	4.55E+08	15.00%
0.29	0	-0.726	3.799	3.914	3.63	3.9	3.898	3.792	3.947	3.996	E9PI68	E9PI68	1	8	6	6	E9PI68|A0A087WUC6|Q15005|E9PL01|E9PRB9	HUMAN	28787.6	30.3	1719	1719.1	73.61	73.61	Signal peptidase complex subunit 2	6	8	8.23E+08	30.30%
0.114	0	-0.689	2.434	1.503	2.513	1.226	2.683	3.62	2.497	3.755	TGGT1_243960-t26_1-p1	TGGT1_243960	1	6	4	4	TGGT1_243960-t26_1-p1	Toxoplasma_gondii_GT1	84408.2	5.6	1720	1720.1	73.36	73.36	TGGT1_243960	4	6	1.01E+08	5.60%
0	0.236	-0.34	4.293	3.99	4.467	4.593	4.221	4.276	4.16	4.51	P24928	P24928	1	8	6	6	P24928	HUMAN	218541.6	3.9	1721	1721.1	73.33	73.33	DNA-directed RNA polymerase II subunit RPB1	6	8	2.19E+08	3.90%
0	0.361	-1.49	2.136	2.316	1.944	2.354	2.107	2.506	2.266	2.768	Q8NBS9	Q8NBS9	1	6	5	5	Q8NBS9|Q8NBS9-2	HUMAN	48312.6	13.8	1722	1722.1	73.31	73.31	Thioredoxin domain-containing protein 5	5	6	1.29E+08	13.80%
0	0.758	-0.624	2.882	3	3.196	3.003	3.051	4.647	3.104	4.77	P19838-2	P19838-2	1	7	7	7	P19838-2|P19838|P19838-3	HUMAN	106052.8	8.5	1723	1723.1	73.19	73.19	Isoform 2 of Nuclear factor NF-kappa-B p105 subunit	7	7	4.87E+08	8.50%
0	0.399	-0.619	3.472	3.401	3.501	3.376	3.418	4.039	3.334	4.338	O14828	O14828	1	10	5	5	O14828|O14828-2	HUMAN	38685.6	19.3	1724	1724.1	73.12	73.12	Secretory carrier-associated membrane protein 3	5	10	1.05E+09	19.30%
0.039	0	-0.74	2.907	1.734	2.893	1.833	2.988	2.718	2.826	2.741	TGGT1_217530-t26_1-p1	TGGT1_217530	1	12	6	6	TGGT1_217530-t26_1-p1	Toxoplasma_gondii_GT1	64097.4	14	1725	1725.1	73.1	73.1	TGGT1_217530	6	12	6.16E+08	14.00%
0	0.879	-0.636	3.086	3.015	3.182	3.149	3.193	4.219	3.038	4.337	Q9BSJ2-4	Q9BSJ2-4	1	9	6	6	Q9BSJ2-4|Q9BSJ2|F2Z2B9|Q9BSJ2-3|B3KTU7	HUMAN	106367.6	8.3	1726	1726.1	73.08	73.08	Isoform 3 of Gamma-tubulin complex component 2	6	9	2.72E+08	8.30%
