"20191014_Toxoplasma_TMT_FullExperiment, 126C, ctrl.turbo.rah.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127N, ctrl.turbo.cyto.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127C, ctrl.noturbo.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 128N, turborah.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 128C, turborah.mock.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 129N, turborah.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 129C, turborah.mock.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 130N, turborah.toxo.r3"	"20191014_Toxoplasma_TMT_FullExperiment, 130C, turbocyto.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 131N, turborah.toxo.r4"	"20191014_Toxoplasma_TMT_FullExperiment, 131C, turbocyto.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 126C.127C.127N, control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
189389	408378	117353	1396174	1480670	1440759	1617647	1667198	4022672	1585283	3919215	194691	P51911	P51911	1	8	4	4	P51911|P51911-2|B7Z7E1	HUMAN	33341	12.7	1995	1995.1	57.56	57.56	Calponin-1	4	8	1.85E+08	12.70%
40494	59811	16313	393660	376227	391853	427436	439986	2544001	415280	2981350	37036	Q5T6F2	Q5T6F2	1	7	3	3	Q5T6F2|Q5T6F2-2|A0A0D9SFI5	HUMAN	117683.9	4.9	1996	1996.1	57.56	57.56	Ubiquitin-associated protein 2	3	7	3.68E+08	4.90%
142326	311034	64869	818277	742658	929651	796625	813015	2391199	831879	2535547	142956	Q8NB46	Q8NB46	1	7	5	5	Q8NB46	HUMAN	116900.4	6.5	1997	1997.1	57.43	57.43	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	5	7	4.27E+08	6.50%
729173	1031056	552101	5087416	4483196	6089316	6510382	7114708	12920291	6201384	15030671	754338	Q6AWC2-6	Q6AWC2-6	1	10	7	7	Q6AWC2-6|Q6AWC2|Q6AWC2-4|Q6AWC2-5|Q6AWC2-2|Q6AWC2-3|F8WET3	HUMAN	137930.4	5.4	1998	1998.1	57.39	57.39	Isoform 6 of Protein WWC2	7	10	2.82E+09	5.40%
145013	189443	89414	970173	761180	1086605	915309	1094878	2140276	1024224	2415006	145013	O15226-2	O15226-2	1	5	5	5	O15226-2|O15226	HUMAN	80179.4	6.6	1999	1999.1	57.37	57.37	Isoform 2 of NF-kappa-B-repressing factor	5	5	4.09E+08	6.60%
70903	146243	46231	589144	677063	695118	664736	648544	3108388	612842	3315955	73174	Q9NRA8-3	Q9NRA8-3	1	6	5	5	Q9NRA8-3|Q9NRA8|B1AKL4|Q9NRA8-2	HUMAN	108669.4	9.2	2000	2000.1	57.34	57.34	Isoform 3 of Eukaryotic translation initiation factor 4E transporter	5	6	2.49E+08	9.20%
25513	38736	15900	142814	147189	154102	154316	177326	367042	150756	373089	21540	Q8IXZ2	Q8IXZ2	1	7	5	5	Q8IXZ2|Q8IXZ2-2	HUMAN	103422.9	7.7	2001	2001.1	57.34	57.34	Zinc finger CCCH domain-containing protein 3	5	7	5.30E+07	7.70%
370341	444649	205362	2191349	1862494	2009698	2047220	2247447	5266782	2081560	5107439	370560	F5H6Q1	F5H6Q1	1	9	5	5	F5H6Q1|J3KR44|Q96FW1|F5GYN4|F5GYJ8|Q96FW1-2|F5H3F0	HUMAN	32585.9	18.5	2002	2002.1	57.32	57.32	Ubiquitin thioesterase	5	9	3.37E+08	18.50%
21579	51188	19508	140803	175983	168989	137658	146693	528437	190865	633696	23562	Q9Y3I1	Q9Y3I1	1	3	3	3	Q9Y3I1|Q9Y3I1-2|Q9Y3I1-3	HUMAN	58958.2	8.6	2003	2003.1	57.23	57.23	F-box only protein 7	3	3	5.33E+08	8.60%
29065	28342	25499	218482	189858	254837	183357	238109	480711	241775	493184	24924	A0A087X1E4	A0A087X1E4	1	5	4	4	A0A087X1E4|P53365|P53365-3|P53365-2	HUMAN	41822.6	16.8	2004	2004.1	57.22	57.22	Arfaptin-2	4	5	62900000	16.80%
141624	151349	97511	1118963	1042113	1112068	1278427	1136281	1547926	1153150	1719157	135518	O43572	O43572	1	6	5	5	O43572|E7EMD6	HUMAN	74273.3	10.2	2005	2005.1	57.15	57.15	A-kinase anchor protein 10 mitochondrial	5	6	3.12E+08	10.20%
166938	181725	107511	1229208	1129096	1262322	1205577	1365370	2073939	1274654	2249592	153835	P49593	P49593	1	6	4	4	P49593|P49593-2|B5MCT7|A8MX49	HUMAN	50001.1	12.3	2006	2006.1	57.15	57.15	Protein phosphatase 1F	4	6	1.12E+08	12.30%
126139	154274	46309	766451	735301	741720	721655	712909	1782113	647664	2216126	126097	P10644	P10644	1	5	4	4	P10644|P10644-2|K7EMZ6|X6RAV4	HUMAN	43209.1	12.3	2007	2007.1	57.02	57.02	cAMP-dependent protein kinase type I-alpha regulatory subunit	4	5	1.35E+08	12.30%
357066	299996	344712	1410771	1437403	1655142	1711221	1408070	2397926	1518792	2652767	362201	Q8IVH8	Q8IVH8	1	6	6	6	Q8IVH8|Q8IVH8-2|Q8IVH8-3|F5H5A3	HUMAN	102512.2	5.9	2008	2008.1	56.98	56.98	Mitogen-activated protein kinase kinase kinase kinase 3	6	6	4.15E+08	5.90%
381974	306978	209255	2053697	1710005	2148421	2029321	1969241	4164996	2054743	4478968	300452	Q02880	Q02880	1	6	5	5	Q02880|Q02880-2|P11388-4|P11388-3|P11388-2|P11388	HUMAN	184233.7	3.3	2009	2009.1	56.94	56.94	DNA topoisomerase 2-beta	5	6	3.50E+08	3.30%
215014	229029	186496	5311173	5025539	5512765	5686635	6109436	3250516	5880164	3703451	211274	Q14320	Q14320	1	6	4	4	Q14320	HUMAN	40240.9	12.3	2010	2010.1	56.92	56.92	Protein FAM50A	4	6	3.68E+08	12.30%
154452	147068	93696	717756	667729	804869	779996	678791	1778661	725915	1964891	124106	Q9HCE1	Q9HCE1	1	7	6	6	Q9HCE1|Q9HCE1-2|Q5JR04	HUMAN	114582	8	2011	2011.1	56.91	56.91	Putative helicase MOV-10	6	7	9.17E+08	8.00%
3418	16629	10135	40560	47542	46396	29367	44931	131398	80836	120317	9884	TGGT1_286580-t26_1-p1	TGGT1_286580	1	4	4	4	TGGT1_286580-t26_1-p1	Toxoplasma_gondii_GT1	108014.6	7.5	2012	2012.1	56.91	56.91	TGGT1_286580	4	4	1.41E+08	7.50%
139370	156205	62191	385511	370075	400268	426914	380429	384391	363059	459479	140220	Q01081	Q01081	1	6	5	5	Q01081|Q01081-2|Q01081-4|Q8WU68|Q8WU68-3|Q8WU68-2|M0R2N4|Q01081-3|M0QYK5|K7EJM7|A0A1B0GW87|K7EJH3	HUMAN	28385.1	25	2013	2013.1	56.77	56.77	Splicing factor U2AF 35 kDa subunit	5	6	2.77E+08	25.00%
181076	239888	100523	1291328	1168419	1169231	1321294	1351732	3125128	1389985	3226993	176315	Q9H936	Q9H936	1	6	4	4	Q9H936|Q9H1K4|E9PJY0	HUMAN	34926	17.9	2014	2014.1	56.76	56.76	Mitochondrial glutamate carrier 1	4	6	1.38E+08	17.90%
54782	63736	36812	501955	570122	491820	604198	570175	858597	568211	957192	51470	Q96ST2	Q96ST2	1	4	4	4	Q96ST2|Q96ST2-3|Q96ST2-2	HUMAN	92010	6.1	2015	2015.1	56.75	56.75	Protein IWS1 homolog	4	4	76500000	6.10%
987686	1210373	608203	11990519	10219468	11547953	12454358	12685104	19700007	11319262	19782518	979989	P06703	P06703	1	8	5	5	P06703	HUMAN	10236.6	47.7	2016	2016.1	56.71	56.71	Protein S100-A6	5	8	7.03E+08	47.70%
3627	4172	4526	232133	320091	237128	358693	253448	67056	270752	98508	4172	Q96EI5-2	Q96EI5-2	1	5	4	4	Q96EI5-2|Q96EI5|A2RQR6	HUMAN	40919.8	9.7	2017	2017.1	56.68	56.68	Isoform 2 of Transcription elongation factor A protein-like 4	4	5	80200000	9.70%
232949	226502	186386	722808	1287790	807992	1247459	765212	1664208	795794	1641071	200283	Q8WUJ3	Q8WUJ3	1	6	4	4	Q8WUJ3|Q8WUJ3-2	HUMAN	154535.4	3.1	2018	2018.1	56.65	56.65	Cell migration-inducing and hyaluronan-binding protein	4	6	2.56E+08	3.10%
197429	393569	72396	870327	1062731	775243	972899	804035	2203661	766586	2444927	197429	J3KN67	J3KN67	1	5	5	4	J3KN67|P06753-2|Q5HYB6|A0A087WWU8|P06753-3|P06753-6|Q5VU61|P06753-5|Q6ZN40|P06753|P09493-3|P09493-10|P09493-4|P09493-8|P09493-9|P09493|P09493-7|P09493-6|B7Z596|P06753-4|H7BYY1|H0YK48|F5H7S3|P09493-5|P09493-2|H0YKP3|D6R904|P06753-7	HUMAN	33450.2	15.7	2019	2019.1	56.57	38.04	Tropomyosin alpha-3 chain	5	5	3.54E+08	15.70%
156931	311038	67776	697676	785793	715161	766238	708581	1935857	694449	1994761	154139	P67936-2	P67936-2	1	4	4	3	P67936-2|P67936|Q5TCU8|P07951-2|P07951|Q5TCU3|P07951-3	HUMAN	32893.3	16.1	2019	2019.2	47.83	29.3	Isoform 2 of Tropomyosin alpha-4 chain	3	4	71600000	11.20%
191043	240512	127696	1118909	1096651	887873	1153046	1209820	1808975	1181295	2088083	190616	Q05193	Q05193	1	3	3	3	Q05193|A0A0D9SFE4|Q05193-2|A0A0U1RQP1|Q05193-3|Q05193-5|A0A0D9SFB1|A0A1B0GUX5	HUMAN	97805.9	6	2020	2020.1	56.52	56.52	Dynamin-1	3	3	1.48E+08	6.00%
152987	108484	52844	1217197	840624	1240685	1055018	1050471	812893	905361	982364	98488	P11182	P11182	1	4	4	4	P11182|Q5VVL7	HUMAN	53885.5	12.2	2021	2021.1	56.48	56.48	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex mitochondrial	4	4	1.31E+08	12.20%
106289	133841	67106	1792901	1605342	1926757	1766459	1925382	1527387	2103020	1710580	107877	Q6UWJ1	Q6UWJ1	1	5	4	4	Q6UWJ1|Q6UWJ1-2|Q6UWJ1-3	HUMAN	76109.9	10	2022	2022.1	56.42	56.42	Transmembrane and coiled-coil domain-containing protein 3	4	5	2.38E+08	10.00%
92328	141657	30179	1078710	1129239	1091394	1160135	1088439	934830	1066802	1088085	92328	Q12846	Q12846	1	4	4	4	Q12846|Q12846-2|H3BMK2	HUMAN	34293.4	12.7	2023	2023.1	56.39	56.39	Syntaxin-4	4	4	2.48E+08	12.70%
625126	702672	474822	4966633	4026914	4741711	4542159	5815109	9337651	4952660	9761013	628599	Q9HD45	Q9HD45	1	10	4	4	Q9HD45	HUMAN	68628.7	7.1	2024	2024.1	56.39	56.39	Transmembrane 9 superfamily member 3	4	10	2.20E+09	7.10%
79415	170634	19067	627794	675683	758049	687193	723474	4561464	721515	4991182	79415	Q8ND24	Q8ND24	1	6	4	4	Q8ND24|Q8ND24-2|E9PN76	HUMAN	78407.7	7.6	2025	2025.1	56.35	56.35	RING finger protein 214	4	6	4.47E+08	7.60%
371606	885901	144203	3517384	3084178	3842913	4146689	3582444	8765046	3686478	10472732	371606	P0DP24	P0DP24	1	6	4	4	P0DP24|E7EMB3|E7ETZ0|Q96HY3|G3V479|M0QZ52|F8WBR5|TGGT1_249240-t26_1-p1|G3V226	HUMAN	16837.3	30.2	2026	2026.1	56.24	56.24	Calmodulin-2	4	6	4.28E+08	30.20%
201047	284192	140963	1138616	911900	1259628	1239289	1195939	3077766	1243120	2499541	201107	P07203	P07203	1	4	4	4	P07203|A0A087WUQ6|P07203-2	HUMAN	22359.4	42.8	2027	2027.1	56.12	56.12	Glutathione peroxidase 1	4	4	3.47E+08	42.80%
76655	107900	36638	707321	809968	877304	841318	868719	1672802	836743	1528380	76655	Q92552-2	Q92552-2	1	5	4	4	Q92552-2|Q92552|G5EA06|D6RJC7|E5RJ73	HUMAN	49548.5	15.1	2028	2028.1	56.09	56.09	Isoform 2 of 28S ribosomal protein S27 mitochondrial	4	5	1.86E+08	15.10%
149328	218457	38270	761206	812327	784607	860461	885047	1855929	784776	1886743	149328	Q12788	Q12788	1	5	4	4	Q12788	HUMAN	90402.3	5.6	2029	2029.1	56.08	56.08	Transducin beta-like protein 3	4	5	1.73E+08	5.60%
26191	49648	16687	209166	230656	210297	222072	201391	723417	214012	852576	26191	Q9NYJ8	Q9NYJ8	1	6	4	4	Q9NYJ8|Q9NYJ8-2|A0A1B0GV57	HUMAN	77063.4	7.2	2030	2030.1	56.04	56.04	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	4	6	66400000	7.20%
31658	27190	7244	258604	312573	339382	333480	318540	491124	338094	556564	20389	Q9UBP0	Q9UBP0	1	5	3	3	Q9UBP0|Q9UBP0-2|Q9UBP0-3|Q9UBP0-4	HUMAN	67538.3	8.4	2031	2031.1	55.99	55.99	Spastin	3	5	73300000	8.40%
133390	173899	64013	1401393	1259723	1344992	1552181	1376994	2584529	1370874	2353113	115550	Q9BRD0	Q9BRD0	1	10	5	5	Q9BRD0|Q9BRD0-2	HUMAN	70576.6	5.3	2032	2032.1	55.95	55.95	BUD13 homolog	5	10	2.25E+08	5.30%
196256	174847	109270	858215	721580	945884	990884	790969	1752442	926718	1869859	174986	K7ES70	K7ES70	1	4	3	3	K7ES70|P55083-2|P55083	HUMAN	31667.9	17.8	2033	2033.1	55.9	55.9	Microfibril-associated glycoprotein 4	3	4	88200000	17.80%
80863	182408	43202	946708	927154	771308	983952	1018275	4067942	958730	3833566	80863	Q14145	Q14145	1	4	4	4	Q14145	HUMAN	71205.5	8.8	2034	2034.1	55.84	55.84	Kelch-like ECH-associated protein 1	4	4	2.68E+08	8.80%
67074	78095	30097	456287	431920	507317	461023	501408	902541	526159	1042635	61067	P83436	P83436	1	5	4	4	P83436	HUMAN	87027	6.4	2035	2035.1	55.83	55.83	Conserved oligomeric Golgi complex subunit 7	4	5	91700000	6.40%
121589	97970	53775	1488663	1495148	1678275	1730053	1570337	964032	1690450	1078232	80429	Q86Y82	Q86Y82	1	7	4	4	Q86Y82	HUMAN	31755.5	18.1	2036	2036.1	55.83	55.83	Syntaxin-12	4	7	1.73E+08	18.10%
584420	1189038	326602	5354449	4290014	4548755	4513175	4985427	12245605	4920330	13116451	576122	Q6ZS17-4	Q6ZS17-4	1	6	5	5	Q6ZS17-4|A0A0A0MTL6|Q6ZS17-3|Q6ZS17|Q6ZS17-2	HUMAN	135393.6	5.1	2037	2037.1	55.79	55.79	Isoform 4 of Rho family-interacting cell polarization regulator 1	5	6	2.88E+10	5.10%
69597	135528	40439	570652	533006	660825	533191	671176	2299143	635551	2326738	69597	Q9BVS4	Q9BVS4	1	7	6	6	Q9BVS4|Q9BVS4-2	HUMAN	63738.3	13.4	2038	2038.1	55.75	55.75	Serine/threonine-protein kinase RIO2	6	7	5.58E+08	13.40%
182058	276002	189655	756089	697696	708201	748347	713478	1935011	761882	1999698	212197	Q9NT62	Q9NT62	1	7	4	4	Q9NT62|Q9NT62-2|F8WDI0	HUMAN	36320.2	16.8	2039	2039.1	55.62	55.62	Ubiquitin-like-conjugating enzyme ATG3	4	7	1.03E+09	16.80%
1036662	839135	357004	3855552	3620401	3325387	4554865	3408106	3823755	3614963	4347719	805719	D6W592	D6W592	1	7	4	4	D6W592|Q8WVV9|C9IYN3|Q8WVV9-4|Q8WVV9-5|B7WPG3|Q8WVV9-2|Q8WVV9-3	HUMAN	60954	8.3	2040	2040.1	55.57	55.57	Heterogeneous nuclear ribonucleoprotein L-like	4	7	4.40E+08	8.30%
83665	135312	51278	664803	673339	684208	671014	727579	3586059	747417	3878881	80330	Q15750	Q15750	1	7	5	5	Q15750|Q15750-2	HUMAN	54928.4	10.5	2041	2041.1	55.57	55.57	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	5	7	1.59E+08	10.50%
49984	89203	59272	356238	323686	385578	372033	385621	878996	357382	932583	58401	Q96MT3	Q96MT3	1	4	4	4	Q96MT3	HUMAN	96238.5	6.8	2042	2042.1	55.44	55.44	Prickle-like protein 1	4	4	38700000	6.80%
165627	272461	85904	1212842	1132108	1381274	1444368	1246585	6776141	1300891	7108746	168063	A0A1W2PS93	A0A1W2PS93	1	8	5	5	A0A1W2PS93|A0A1W2PPP6|G5E9D4|Q96EB1-2|Q96EB1-3|A0A1W2PRF5|A0A1W2PR08|A0A1X7SBS0|Q96EB1|A0A1W2PRJ0|A0A1W2PRF0|A0A1W2PQZ6|A0A1W2PNY5|A0A1W2PQA7|E9PPJ9	HUMAN	48060.6	12.2	2043	2043.1	55.4	55.4	Elongator complex protein 4	5	8	1.15E+09	12.20%
59060	87819	40360	627713	572450	925149	734405	727421	1019385	707585	1096175	62941	Q5THJ4	Q5THJ4	1	6	5	5	Q5THJ4|Q5THJ4-2	HUMAN	495672.3	1.6	2044	2044.1	55.37	55.37	Vacuolar protein sorting-associated protein 13D	5	6	94400000	1.60%
13296	22857	4738	72837	56189	61346	45042	67181	142048	70451	135041	13296	TGGT1_252360-t26_1-p1	TGGT1_252360	1	4	3	3	TGGT1_252360-t26_1-p1	Toxoplasma_gondii_GT1	61136.6	9.5	2045	2045.1	55.35	55.35	TGGT1_252360	3	4	92900000	9.50%
105961	159334	73987	903375	373280	925680	352953	1036699	1892202	979975	2064995	104361	TGGT1_294670-t26_1-p1	TGGT1_294670	1	6	3	3	TGGT1_294670-t26_1-p1	Toxoplasma_gondii_GT1	31983.1	15.5	2046	2046.1	55.35	55.35	TGGT1_294670	3	6	2.61E+08	15.50%
218490	358374	139319	1584395	1311205	1836753	1492289	2079390	4407572	1836525	5242235	224340	O43815	O43815	1	5	5	5	O43815|O43815-2	HUMAN	86587	9.1	2047	2047.1	55.17	55.17	Striatin	5	5	5.13E+08	9.10%
687996	622579	415957	2794086	2776653	3423511	3045212	3589001	5755921	3456243	7146522	631807	F1MI18	F1MI18	1	4	4	4	F1MI18|F1MJK3	BOVIN	167182.2	2.7	2048	2048.1	55.16	55.16	Uncharacterized protein	4	4	7.57E+08	2.70%
110478	114910	72495	407039	392076	400202	425489	420212	693657	400952	683822	104712	P25325-2	P25325-2	1	7	4	4	P25325-2|P25325|B1AH49	HUMAN	35534.3	20.5	2049	2049.1	55.13	55.13	Isoform 2 of 3-mercaptopyruvate sulfurtransferase	4	7	3.19E+08	20.50%
46865	88052	27804	887440	568381	920671	628763	820998	2325411	815497	2566283	46865	Q8IX90	Q8IX90	1	6	3	3	Q8IX90|Q8IX90-3	HUMAN	46872	10.6	2050	2050.1	55.11	55.11	Spindle and kinetochore-associated protein 3	3	6	3.46E+08	10.60%
253984	340617	301178	1841895	1558027	2187445	1841281	2027998	5247763	2125391	5014047	275462	Q7L523	Q7L523	1	5	5	5	Q7L523|Q5VZM2|Q5VZM2-2	HUMAN	36964.9	14.3	2051	2051.1	55.02	55.02	Ras-related GTP-binding protein A	5	5	3.08E+08	14.30%
373911	327865	141036	2844578	2777972	2946595	3189814	3112133	3264824	2899165	3835123	284523	Q9Y676	Q9Y676	1	7	5	5	Q9Y676|A0A0G2JIC6	HUMAN	29737.4	21.3	2052	2052.1	54.98	54.98	28S ribosomal protein S18b mitochondrial	5	7	3.46E+08	21.30%
112190	267227	100722	1847563	1613888	1822802	1791558	1991327	6234863	1861262	6551563	128689	Q8IYB5-3	Q8IYB5-3	1	5	4	4	Q8IYB5-3|Q8IYB5-2|Q8IYB5|A0A087X1X9	HUMAN	48260.4	11	2053	2053.1	54.95	54.95	Isoform 3 of Stromal membrane-associated protein 1	4	5	3.84E+08	11.00%
864410	1036993	473224	6362635	5224424	5837037	6369479	6032057	11239277	6234377	10524237	861471	O14979	O14979	1	8	4	4	O14979|A0A087WUK2|O14979-2|O14979-3	HUMAN	46607.8	10.7	2054	2054.1	54.85	54.85	Heterogeneous nuclear ribonucleoprotein D-like	4	8	5.82E+09	10.70%
5670	32282	10192	173937	202899	188309	187188	212363	333393	221431	374502	14292	Q96JG6	Q96JG6	1	5	4	4	Q96JG6|Q96JG6-3|Q96JG6-2	HUMAN	112027.8	4.6	2055	2055.1	54.79	54.79	Syndetin	4	5	58700000	4.60%
61322	129058	30429	484883	512464	483756	573766	505700	1630081	501511	1648554	61322	P13797	P13797	1	5	5	5	P13797|P13797-2|A0A0A0MSQ0|P13797-3|P13796	HUMAN	71323.2	10	2056	2056.1	54.66	54.66	Plastin-3	5	5	9.50E+07	10.00%
350170	269995	211851	2351583	2384757	2264176	2515299	2445989	2181233	2414426	2553560	293313	C9JJ19	C9JJ19	1	7	4	4	C9JJ19|P82930	HUMAN	26388.7	21.3	2057	2057.1	54.6	54.6	28S ribosomal protein S34 mitochondrial	4	7	1.34E+09	21.30%
469956	463415	155333	2023912	1647748	2007900	1950053	1773658	3350879	1855523	3546494	406094	P31040	P31040	1	5	3	3	P31040|P31040-2|D6RFM5|A0A087X1I3|P31040-3|TGGT1_215590-t26_1-p1	HUMAN	73717.2	6.3	2058	2058.1	54.58	54.58	Succinate dehydrogenase [ubiquinone] flavoprotein subunit mitochondrial	3	5	1.81E+08	6.30%
192189	279374	100464	1620258	1535074	1806284	1662524	1834975	2965391	1746328	3559470	192189	Q6ZXV5	Q6ZXV5	1	6	5	5	Q6ZXV5|Q6ZXV5-2	HUMAN	104919.7	6.5	2059	2059.1	54.41	54.41	Transmembrane and TPR repeat-containing protein 3	5	6	3.23E+08	6.50%
102228	149353	54361	810953	799668	827830	860548	920987	2664136	862964	2772549	100156	Q9C0C9	Q9C0C9	1	5	5	5	Q9C0C9	HUMAN	142717.3	5.1	2060	2060.1	54.4	54.4	(E3-independent) E2 ubiquitin-conjugating enzyme	5	5	2.43E+08	5.10%
1696261	1945260	1025194	5868785	1964944	5805664	2173167	6148749	9838009	6069560	10309731	1640830	TGGT1_249250-t26_1-p1	TGGT1_249250	1	6	5	5	TGGT1_249250-t26_1-p1	Toxoplasma_gondii_GT1	12903.9	45.5	2061	2061.1	54.4	54.4	TGGT1_249250	5	6	1.04E+09	45.50%
398042	542720	189530	3084576	2398230	3013594	2769172	3105096	7126668	3181517	7742171	398042	Q15691	Q15691	1	5	4	4	Q15691	HUMAN	30169.7	16.7	2062	2062.1	54.39	54.39	Microtubule-associated protein RP/EB family member 1	4	5	2.22E+08	16.70%
53953	77621	20789	1020437	1901954	1026108	1877390	1292930	1357844	1124936	1419353	54665	O75911	O75911	1	4	3	3	O75911	HUMAN	33947.2	8.2	2063	2063.1	54.38	54.38	Short-chain dehydrogenase/reductase 3	3	4	1.98E+08	8.20%
26856	89703	7180	620582	437758	715887	453777	752009	2984985	687353	2946578	26856	Q9Y484-2	Q9Y484-2	1	5	4	3	Q9Y484-2|Q9Y484-3|Q9Y484|A0A0U1RR06|C9JYH8|G8JLI5|C9J471|A0A0U1RQM7|A0A0U1RQG6	HUMAN	41841.9	11	2064	2064.1	54.36	40.48	Isoform 2 of WD repeat domain phosphoinositide-interacting protein 4	4	5	2.35E+08	11.00%
	3388		259589	246224	263833	263631	227054	247590	253459	279359		A6NM71	A6NM71	1	4	2	1	A6NM71	HUMAN	32202.9	9.2	2064	2064.2	33.49	19.61	PRA1 family protein	1	4	1.10E+08	6.10%
320089	273114	171786	1374070	1287253	1561578	1587495	1353396	1241963	1399414	1519177	271289	Q96A35	Q96A35	1	5	4	4	Q96A35	HUMAN	25028.5	27.7	2065	2065.1	54.32	54.32	39S ribosomal protein L24 mitochondrial	4	5	81700000	27.70%
1212361	1344022	649835	4325604	3168975	3604704	3630392	3667362	8521367	3558519	8851303	1154327	P05091	P05091	1	7	5	5	P05091|P05091-2	HUMAN	56893.8	10	2066	2066.1	54.26	54.26	Aldehyde dehydrogenase mitochondrial	5	7	4.29E+08	10.00%
320812	186503	119466	852927	948494	936562	1098820	913475	2088158	826730	2338626	188244	Q3SZH5	Q3SZH5	1	4	4	4	Q3SZH5	BOVIN	45740.6	15.5	2067	2067.1	54.25	54.25	Angiotensinogen	4	4	85900000	15.50%
932692	962008	542269	2123092	2023433	3281698	4154319	2992181	3392688	2987803	3554577	838337	TGGT1_234450-t26_1-p1	TGGT1_234450	1	8	4	4	TGGT1_234450-t26_1-p1	Toxoplasma_gondii_GT1	27102.2	17.7	2068	2068.1	54.24	54.24	TGGT1_234450	4	8	1.69E+09	17.70%
26257	173550	8069	387196	1468084	270085	237636	243737	700969	286592	800772	26257	O15063	O15063	1	5	4	4	O15063	HUMAN	117272.9	4.2	2069	2069.1	54.21	54.21	Uncharacterized protein KIAA0355	4	5	79500000	4.20%
119964	131396	63995	1168233	1024969	1269859	1143941	1433432	1677064	1523655	1729412	103184	Q86V85	Q86V85	1	6	3	3	Q86V85	HUMAN	50136.2	8.1	2070	2070.1	54.15	54.15	Integral membrane protein GPR180	3	6	1.73E+08	8.10%
81091	117719	48626	1575229	577781	1243047	689233	1411250	1412155	1438663	1373010	76014	Q99661	Q99661	1	6	5	5	Q99661|Q99661-2	HUMAN	82224.4	7	2071	2071.1	54.07	54.07	Kinesin-like protein KIF2C	5	6	1.81E+08	7.00%
192468	400207	99016	3512969	2537641	3382154	3108632	3639345	10877499	3504928	11052874	213748	Q04760	Q04760	1	6	4	4	Q04760|Q04760-2	HUMAN	21005.6	22.2	2072	2072.1	54.06	54.06	Lactoylglutathione lyase	4	6	4.48E+08	22.20%
80546	73309	46049	1028923	1013384	1008929	1197593	1168884	1151190	1100912	1162330	73964	Q8N2K0-2	Q8N2K0-2	1	4	4	4	Q8N2K0-2|Q8N2K0|Q8N2K0-3|I3L380	HUMAN	46013.9	14.1	2073	2073.1	54.02	54.02	Isoform 2 of Monoacylglycerol lipase ABHD12	4	4	57300000	14.10%
221337	255917	75881	2431311	2172319	2071992	2302546	2345724	3732944	2243697	3353488	201639	P55769	P55769	1	7	4	4	P55769|B1AHD1	HUMAN	14401.5	37.5	2074	2074.1	54.01	54.01	NHP2-like protein 1	4	7	1.69E+08	37.50%
62660	73297	30475	1018583	895721	1080744	1135781	1195794	1370941	1131204	1462895	53379	Q8NC67	Q8NC67	1	4	4	4	Q8NC67|Q8NC67-3|Q8NC67-2	HUMAN	60532.8	8.7	2075	2075.1	53.94	53.94	Neuropilin and tolloid-like protein 2	4	4	1.04E+08	8.70%
17759	53682	10996	400033	391007	458800	429240	483610	1275848	483269	1339244	22424	D3YTA9	D3YTA9	1	5	3	3	D3YTA9|P63098|F6U1T9|H7BYZ3	HUMAN	21730.4	35.4	2076	2076.1	53.84	53.84	Calcineurin subunit B type 1	3	5	77500000	35.40%
79222	75083	28099	708031	636025	782319	666006	731402	917310	751805	1029170	71018	Q14165	Q14165	1	3	3	3	Q14165|F5GX14	HUMAN	32404.4	14.7	2077	2077.1	53.75	53.75	Malectin	3	3	65900000	14.70%
130069	325092	68164	1859411	1546194	2013765	1802901	2198486	3006047	1945153	3313768	131504	P48651	P48651	1	6	3	3	P48651|P48651-2|P48651-3|J3KNR6	HUMAN	56211.2	7.8	2078	2078.1	53.73	53.73	Phosphatidylserine synthase 1	3	6	1.88E+09	7.80%
223676	388852	129055	1616011	1480492	1502790	1522591	1798977	11029288	1670041	11688931	223759	Q7L3B6	Q7L3B6	1	7	5	5	Q7L3B6|B1AL69	HUMAN	39347.6	12.4	2079	2079.1	53.69	53.69	Hsp90 co-chaperone Cdc37-like 1	5	7	2.52E+08	12.40%
