20191004_Toxoplasma_PMV_TMT, 126C:126C.127C.127N, ctrl.turbo.rah.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 127N:126C.127C.127N, ctrl.turbo.cyto.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 127C:126C.127C.127N, ctrl.noturbo.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 128N:126C.127C.127N, turborah.toxo.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 128C:126C.127C.127N, turborah.mock.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 129N:126C.127C.127N, turborah.toxo.r2:control.mean	20191004_Toxoplasma_PMV_TMT, 129C:126C.127C.127N, turborah.mock.r2:control.mean	20191004_Toxoplasma_PMV_TMT, 130N:126C.127C.127N, turborah.toxo.r3:control.mean	20191004_Toxoplasma_PMV_TMT, 130C:126C.127C.127N, turbocyto.toxo.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 131N:126C.127C.127N, turborah.toxo.r4:control.mean	20191004_Toxoplasma_PMV_TMT, 131C:126C.127C.127N, turbocyto.toxo.r2:control.mean	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191004_Toxoplasma_PMV_TMT unique_peptides	20191004_Toxoplasma_PMV_TMT numSpectra	20191004_Toxoplasma_PMV_TMT totalIntensity	20191004_Toxoplasma_PMV_TMT pct_cov
0.439	0.107	-1.127	2.557	2.543	2.764	2.604	2.731	3.994	2.796	4.059	Q9UJS0-2	Q9UJS0-2	1	2	2	2	Q9UJS0-2|Q9UJS0	HUMAN	74701.7	5.4	1392	1392.1	34.5	34.5	Isoform 2 of Calcium-binding mitochondrial carrier protein Aralar2	2	2	95800000	5.4%
0.215	0.282	-0.016	1.925	1.971	2.021	1.9	1.765	3.189	2.031	3.157	Q9H857-2	Q9H857-2	1	2	2	2	Q9H857-2|Q9H857-3|Q9H857|Q9H857-4	HUMAN	64714	5.9	1393	1393.1	34.27	34.27	Isoform 2 of 5'-nucleotidase domain-containing protein 2	2	2	24100000	5.9%
0	0.24	-0.207	3.155	2.953	2.964	3.018	3.185	4.796	3.114	4.734	P30876	P30876	1	3	3	3	P30876|C9J2Y9|A0A1W2PPT5|C9J4M6	HUMAN	135320.6	3.8	1394	1394.1	34.24	34.24	DNA-directed RNA polymerase II subunit RPB2	3	3	51800000	3.8%
0.007	0.302	-1.372	2.426	2.834	2.406	2.26	2.47	3.645	2.405	3.779	O94874	O94874	1	3	3	3	O94874|O94874-2|O94874-3	HUMAN	90050.1	3.7	1395	1395.1	34.22	34.22	E3 UFM1-protein ligase 1	3	3	24600000	3.7%
	0.779	-0.528	2.219	2.484	2.666	2.629	2.571	4.263	2.328	4.067	Q9UHI6	Q9UHI6	1	2	2	2	Q9UHI6|E9PJ60	HUMAN	93037.6	4.3	1396	1396.1	34.14	34.14	Probable ATP-dependent RNA helicase DDX20	2	2	1.6e+08	4.3%
0.202	0	-0.797	0.837	-0.385	1.11	-1.02	1.165	1.621	1.051	1.889	TGGT1_230940-t26_1-p1	TGGT1_230940-t26_1-p1	1	3	3	3	TGGT1_230940-t26_1-p1	Toxoplasma_gondii_GT1	155274.3	3	1397	1397.1	34.12	34.12	TGGT1_230940	3	3	4.2e+07	3.0%
0	0.169	-0.936	2.207	2.308	2.367	2.326	2.359	3.864	2.314	3.792	Q1KMD3	Q1KMD3	1	4	4	4	Q1KMD3|H3BQZ7	HUMAN	85673.7	6.9	1398	1398.1	34.12	34.12	Heterogeneous nuclear ribonucleoprotein U-like protein 2	4	4	1.57e+08	6.9%
											Q14865	Q14865	1	2	2	2	Q14865|Q14865-3|Q14865-2	HUMAN	133513.4	3.1	1399	1399.1	34.11	34.11	AT-rich interactive domain-containing protein 5B	2	2	13100000	3.1%
0	0.691	-0.397	3.56	3.299	3.646	3.313	3.682	4.932	3.95	5.208	TGGT1_248480-t26_1-p1	TGGT1_248480-t26_1-p1	1	3	3	3	TGGT1_248480-t26_1-p1	Toxoplasma_gondii_GT1	21683.9	20.7	1400	1400.1	34.11	34.11	TGGT1_248480	3	3	2.95e+08	20.7%
	0.16	-0.613	2.521	2.625	2.587	2.49	2.915	3.901	2.589	4.048	O75575	O75575	1	2	2	2	O75575|O75575-3|O75575-2|O75575-4	HUMAN	16927.8	22.9	1401	1401.1	34.1	34.1	DNA-directed RNA polymerase III subunit RPC9	2	2	76400000	22.9%
0	0.564	-0.92	2.94	3.023	3.233	2.787	3.187	4.279	3.102	4.457	Q5R372-3	Q5R372-3	1	3	3	3	Q5R372-3|Q5R372|Q5R372-4|Q5R372-2|A0A0U1RRM5|A0A0U1RQY6	HUMAN	94912.9	3.5	1402	1402.1	34.04	34.04	Isoform 3 of Rab GTPase-activating protein 1-like	3	3	1.5e+08	3.5%
0	0.595	-0.855	2.731	3.026	2.929	2.904	2.808	2.611	2.932	3.529	Q9NZM3	Q9NZM3	1	3	3	3	Q9NZM3|A0A087WVF7|Q9NZM3-2|Q9NZM3-3|Q9NZM3-4	HUMAN	194542	1.5	1403	1403.1	33.99	33.99	Intersectin-2	3	3	3.73e+08	1.5%
0	0.428	-0.952	3.447	3.308	3.49	3.364	3.538	3.588	3.612	3.556	Q9UH62	Q9UH62	1	3	3	3	Q9UH62	HUMAN	42842.2	12.1	1404	1404.1	33.9	33.9	Armadillo repeat-containing X-linked protein 3	3	3	1.85e+08	12.1%
	0.598	-0.584	1.258	1.778	1.219	1.268	0.965	1.839	0.757	1.348	Q8WVJ2	Q8WVJ2	1	2	2	2	Q8WVJ2|E5RFP0	HUMAN	17846.7	22.2	1405	1405.1	33.89	33.89	NudC domain-containing protein 2	2	2	37500000	22.2%
0	0.787	-0.084	3.308	3.317	3.542	3.506	3.475	4.911	3.369	4.893	Q14644	Q14644	1	3	3	3	Q14644|Q14644-2	HUMAN	96895.2	3.8	1406	1406.1	33.81	33.81	Ras GTPase-activating protein 3	3	3	1.74e+08	3.8%
	0.954	-0.596	3.747	3.572	3.7	3.82	3.863	4.886	3.939	4.99	P30153	P30153	1	2	2	2	P30153|B3KQV6|P30154-2|P30154-3|P30154|P30154-4|P30154-5	HUMAN	66106.2	6.2	1407	1407.1	33.72	33.72	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	2	2	1.9e+07	6.2%
	0.521	-1.321	2.761	3.35	3.374	3.306	3.18	5.009	3.338	4.895	Q9NZZ3	Q9NZZ3	1	2	2	2	Q9NZZ3|Q9NZZ3-2	HUMAN	24627.4	15.5	1408	1408.1	33.66	33.66	Charged multivesicular body protein 5	2	2	44100000	15.5%
0	0.5	-1.057	2.954	3.212	2.867	3.007	2.925	4.471	3.079	4.753	F8VXC8	F8VXC8	1	4	3	3	F8VXC8|Q8TAQ2|Q8TAQ2-3|Q8TAQ2-2|Q92922	HUMAN	136581	2.7	1409	1409.1	33.62	33.62	SWI/SNF complex subunit SMARCC2	3	4	65700000	2.7%
0	0.823	-1.358	2.948	2.928	2.885	3.044	3.047	4.591	3.047	4.742	J3QRS3	J3QRS3	1	4	4	4	J3QRS3|P19105|O14950|P24844	HUMAN	20513.6	23.1	1410	1410.1	33.61	33.61	Myosin regulatory light chain 12A	4	4	4.43e+08	23.1%
											Q96ED9	Q96ED9	1	2	2	2	Q96ED9|Q96ED9-2	HUMAN	83775.7	6.3	1411	1411.1	33.55	33.55	Protein Hook homolog 2	2	2	11400000	6.3%
0	0.566	-0.753	2.377	1.958	2.282	2.091	2.292	2.913	2.332	3.116	P62857	P62857	1	3	2	2	P62857	HUMAN	7898	30.4	1412	1412.1	33.54	33.54	40S ribosomal protein S28	2	3	7.96e+08	30.4%
0	0.364	-0.568	0.951	0.873	0.955	1.001	0.644	0.727	0.702	1.033	P50747	P50747	1	3	3	3	P50747	HUMAN	81386.1	4.1	1413	1413.1	33.49	33.49	Biotin--protein ligase	3	3	1.08e+08	4.1%
0	0.21	-0.776	2.97	2.504	2.886	2.716	3.172	3.356	2.998	3.648	Q9BX95	Q9BX95	1	4	3	3	Q9BX95	HUMAN	49734.4	11.5	1414	1414.1	33.4	33.4	Sphingosine-1-phosphate phosphatase 1	3	4	2.15e+09	11.5%
0	0.407	-0.328	3.217	3.336	3.45	3.603	3.454	4.331	3.375	4.411	E9PPM1	E9PPM1	1	3	3	3	E9PPM1|O14683|U3KQ32|E9PIK4|E9PNB3	HUMAN	26234.9	13.9	1415	1415.1	33.39	33.39	Tumor protein p53-inducible protein 11	3	3	1.12e+09	13.9%
0	1.298		2.114	2.48	2.507	2.335	2.336	3.665	2.609	3.866	Q9NV70	Q9NV70	1	2	2	2	Q9NV70|Q9NV70-2	HUMAN	102835.5	4.2	1416	1416.1	33.33	33.33	Exocyst complex component 1	2	2	9600000	4.2%
	1.088	-0.147	3.302	3.503	3.518	3.463	3.471	4.953	3.335	4.96	Q96QK1	Q96QK1	1	2	2	2	Q96QK1	HUMAN	92504.1	4	1417	1417.1	33.32	33.32	Vacuolar protein sorting-associated protein 35	2	2	2.89e+09	4.0%
0	0.962	-0.743	3.494	3.436	3.706	3.448	3.982	5.755	3.581	5.545	P42336	P42336	1	3	3	3	P42336	HUMAN	126107.6	3.4	1418	1418.1	33.29	33.29	Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit alpha isoform	3	3	37400000	3.4%
-0.119	1.413	-0.336	2.795	2.608	2.792	2.617	2.604	4.045	2.571	4.234	P29401-2	P29401-2	1	2	2	2	P29401-2|P29401|A0A0B4J1R6|E9PFF2	HUMAN	69497	4.1	1419	1419.1	33.27	33.27	Isoform 2 of Transketolase	2	2	3.15e+08	4.1%
0	0.421	-1.196	2.338	2.494	2.53	2.37	2.386	3.328	2.271	3.471	P84095	P84095	1	2	2	2	P84095	HUMAN	21764.5	9.9	1420	1420.1	33.26	33.26	Rho-related GTP-binding protein RhoG	2	2	21700000	9.9%
0	0.558	-0.604	3.93	3.68	3.954	3.93	3.843	4.329	3.84	4.466	Q9NR82-6	Q9NR82-6	1	2	2	2	Q9NR82-6|A0A0A0MRC8|Q9NR82-3|A0A0A0MSD9|Q9NR82-7|Q9NR82|F8WEA4|Q9NR82-2|A0A0A0MSC0|Q9NR82-5|A0A0A0MT07	HUMAN	105624	2.5	1421	1421.1	33.22	33.22	Isoform 6 of Potassium voltage-gated channel subfamily KQT member 5	2	2	13400000	2.5%
0	0.273	-1.004	3.465	3.755	3.409	4.094	3.229	1.527	3.399	1.997	Q96EI5-2	Q96EI5-2	1	3	3	3	Q96EI5-2|Q96EI5|A2RQR6	HUMAN	40919.8	7.2	1422	1422.1	33.21	33.21	Isoform 2 of Transcription elongation factor A protein-like 4	3	3	46400000	7.2%
0.224	0.318	-1.024	2.241	2.622	2.44	3.265	2.53	3.115	2.523	3.632	Q5JSZ5	Q5JSZ5	1	3	3	3	Q5JSZ5|Q5JSZ5-5|A0A1W2PQP5	HUMAN	244103.4	1.3	1423	1423.1	33.18	33.18	Protein PRRC2B	3	3	1.36e+09	1.3%
0	0.717	-0.751	3.155	3.235	3.34	3.224	3.433	4.894	3.169	4.951	A0A087X256	A0A087X256	1	4	4	4	A0A087X256|Q2M389|Q2M389-2|F8VYH7	HUMAN	137527	4.1	1424	1424.1	33.07	33.07	WASH complex subunit 4	4	4	1.2e+08	4.1%
	1.152	-0.936	3.353	3.16	3.157	3.159	3.244	5.276	3.291	5.419	O75175	O75175	1	2	2	2	O75175|H7C3F5	HUMAN	82098.7	6.3	1425	1425.1	33.04	33.04	CCR4-NOT transcription complex subunit 3	2	2	1.15e+08	6.3%
0	0.416	-0.603	3.147	3.044	3.104	3.266	3.227	2.861	3.261	3.173	Q8IZ07	Q8IZ07	1	3	3	3	Q8IZ07	HUMAN	68017.2	5.4	1426	1426.1	33	33	Ankyrin repeat domain-containing protein 13A	3	3	3.55e+09	5.4%
0.053	0.552	-1.047	3.055	3.119	3.168	3.26	3.229	4.012	3.304	4.205	Q08AE8	Q08AE8	1	3	3	3	Q08AE8|Q08AE8-2	HUMAN	86683.2	5.5	1427	1427.1	32.6	32.6	Protein spire homolog 1	3	3	2.78e+08	5.5%
0.277	0	-0.677	2.552	2.623	2.814	2.851	2.817	3.144	2.819	3.473	F5GYJ8	F5GYJ8	1	3	3	3	F5GYJ8|F5H6Q1|J3KR44|Q96FW1|F5GYN4|F5H3F0	HUMAN	32986.6	13.2	1428	1428.1	32.58	32.58	Ubiquitin thioesterase OTUB1	3	3	1.03e+08	13.2%
0	0.378	-0.881	3.68	3.602	3.675	3.612	3.748	5.223	3.72	5.172	Q5T3I0-3	Q5T3I0-3	1	5	4	4	Q5T3I0-3|Q5T3I0|E9PAV9|A0A0A0MRK1|F2Z3C6|E9PPY4	HUMAN	51155	8.8	1429	1429.1	32.52	32.52	Isoform 3 of G patch domain-containing protein 4	4	5	3.31e+08	8.8%
0.231	0	-1.329	1.198	-0.824	1.708	-0.812	0.904	1.94	1.518	2.042	TGGT1_222220-t26_1-p1	TGGT1_222220-t26_1-p1	1	2	2	2	TGGT1_222220-t26_1-p1	Toxoplasma_gondii_GT1	47011.4	6.9	1430	1430.1	32.42	32.42	TGGT1_222220	2	2	72500000	6.9%
0.635		-1.986	2.433	2.826	2.721	2.957	2.357	1.095	2.652	1.44	Q9C0D2-3	Q9C0D2-3	1	3	3	3	Q9C0D2-3|Q9C0D2	HUMAN	296782.5	1.8	1431	1431.1	32.35	32.35	Isoform 3 of Centrosomal protein of 295 kDa	3	3	87200000	1.8%
0	0.449	-0.572	2.406	2.491	2.319	2.223	2.342	4.174	2.254	4.347	Q5T1Z8	Q5T1Z8	1	2	2	2	Q5T1Z8|Q5T1Z4|Q14671-3|Q14671|Q14671-2|Q14671-4|E9PR38|E9PMX1|Q8TB72|Q8TB72-3|Q8TB72-4|Q8TB72-2|A0A0A0MR59	HUMAN	130847.9	2.5	1432	1432.1	32.17	32.17	Pumilio homolog 1	2	2	22100000	2.5%
0	0	-0.143	2.334	2.301	2.274	2.526	2.486	3.811	2.483	3.98	P42858	P42858	1	3	3	3	P42858	HUMAN	351590.8	1.4	1433	1433.1	32.16	32.16	Huntingtin	3	3	2.05e+08	1.4%
0	0.541	-0.841	1.672	2.143	1.929	1.843	1.652	2.673	1.997	2.676	Q9BV38	Q9BV38	1	2	2	2	Q9BV38|K7EIR0|K7EKX5	HUMAN	48089	6.7	1434	1434.1	31.95	31.95	WD repeat-containing protein 18	2	2	27700000	6.7%
-0.026	0.948	-0.335	3.157	2.95	3.032	2.783	2.953	4.361	3.16	4.644	P31350-2	P31350-2	1	2	2	2	P31350-2|P31350|A0A286YFD6	HUMAN	51491.5	6	1435	1435.1	31.91	31.91	Isoform 2 of Ribonucleoside-diphosphate reductase subunit M2	2	2	90800000	6.0%
	0.879	-0.421	2.461	2.938	2.478	2.411	2.834	4.235	2.829	4.273	Q9BT25	Q9BT25	1	2	2	2	Q9BT25|Q9BT25-3|Q9BT25-2	HUMAN	44970.7	7.8	1436	1436.1	31.87	31.87	HAUS augmin-like complex subunit 8	2	2	1.39e+08	7.8%
0	0.901	-0.804	3.783	3.149	3.786	3.205	3.743	3.975	3.897	4.044	Q9Y2K6	Q9Y2K6	1	3	3	3	Q9Y2K6	HUMAN	103827	3.1	1437	1437.1	31.83	31.83	Ubiquitin carboxyl-terminal hydrolase 20	3	3	3.03e+08	3.1%
0	0.173	-0.865	3.703	3.568	3.808	3.725	3.864	3.983	3.822	4.174	A0A1X7SBR1	A0A1X7SBR1	1	3	3	2	A0A1X7SBR1|Q7Z3G6|O43900|H0Y413	HUMAN	104335.7	3.4	1438	1438.1	31.81	19.23	Prickle-like protein 2	3	3	2.08e+08	3.4%
0.15	0.623	-1.202	3.15	3.204	2.99	3.284	3.257	4.473	3.257	4.649	Q96MT3	Q96MT3	1	2	3	2	Q96MT3	HUMAN	96238.5	5.6	1438	1438.2	24.02	11.44	Prickle-like protein 1	2	2	1.51e+08	4.4%
0	0.583	-0.9	3.026	3.032	2.928	3.073	3.024	4.431	2.861	4.723	Q96I24	Q96I24	1	4	4	4	Q96I24|Q96I24-2	HUMAN	61981.6	12.2	1439	1439.1	31.67	31.67	Far upstream element-binding protein 3	4	4	3.92e+08	12.2%
0.243	0.489	-0.457	2.358	2.284	2.501	2.535	2.553	3.704	2.466	3.939	P25789	P25789	1	2	2	2	P25789|H0YLC2|H0YLS6|H0YN18	HUMAN	29768.5	12.6	1440	1440.1	31.59	31.59	Proteasome subunit alpha type-4	2	2	6.1e+08	12.6%
0.065	3.108	-1.467	4.15	3.4	3.575	3.502	3.708	4.255	3.555	4.361	P11166	P11166	1	2	2	2	P11166	HUMAN	54425.1	3.6	1441	1441.1	31.58	31.58	Solute carrier family 2 facilitated glucose transporter member 1	2	2	2.5e+08	3.6%
-0.097	0.426	-0.009	2.484	2.54	2.521	2.596	2.489	3.505	2.717	3.699	P61088	P61088	1	2	2	2	P61088|Q5JXB2|F8VQQ8|F8VV71|F8VSD4|F8VZ29	HUMAN	17194.6	17.1	1442	1442.1	31.47	31.47	Ubiquitin-conjugating enzyme E2 N	2	2	1.47e+08	17.1%
0	0.345	0	2.97	3.024	3.059	3.137	3.246	3.491	3.042	3.929	Q969V3	Q969V3	1	3	3	3	Q969V3|Q969V3-2|K7EMW4	HUMAN	63144.4	5.5	1443	1443.1	31.42	31.42	Nicalin	3	3	7.97e+08	5.5%
0	0.916	-0.805	2.986	2.887	3.096	2.823	3.019	4.064	2.999	4.18	Q96KA5	Q96KA5	1	2	2	2	Q96KA5|Q96KA5-2|G5E9Z2	HUMAN	62570.4	5	1444	1444.1	31.4	31.4	Cleft lip and palate transmembrane protein 1-like protein	2	2	32600000	5.0%
0.072	0.179	-1.543	2.149	2.088	2.305	2.225	1.923	2.56	2.109	2.719	P27797	P27797	1	2	2	2	P27797	HUMAN	48311.8	8.3	1445	1445.1	31.4	31.4	Calreticulin	2	2	11900000	8.3%
	0.42	-1.188	2.242	2.422	2.548	2.446	2.264	3.692	2.692	3.774	P31949	P31949	1	2	2	2	P31949	HUMAN	11854.4	25.7	1446	1446.1	31.4	31.4	Protein S100-A11	2	2	1.7e+08	25.7%
0.137	0.968	-0.365	2.49	2.353	2.514	2.856	2.377	2.719	2.375	2.717	Q9Y5Q8-3	Q9Y5Q8-3	1	2	2	2	Q9Y5Q8-3|Q9Y5Q8|Q9Y5Q8-2|Q5T7U1|H7BY84	HUMAN	60824.1	4.3	1447	1447.1	31.32	31.32	Isoform 3 of General transcription factor 3C polypeptide 5	2	2	1.27e+08	4.3%
0	0.015	-0.746	3.248	3.146	3.331	3.158	3.349	4.576	3.26	4.619	Q9Y230	Q9Y230	1	3	3	3	Q9Y230|X6R2L4|A0A1W2PS48|M0R0Z0|Q9Y230-2|M0R0Y3	HUMAN	51326.8	8.4	1448	1448.1	31.32	31.32	RuvB-like 2	3	3	84300000	8.4%
0	1.33	-0.454	3.058	3.017	3.234	3.252	3.238	4.669	3.194	4.807	P49815	P49815	1	2	2	2	P49815|P49815-4|P49815-2|P49815-3|H3BMQ0|P49815-5|P49815-6|P49815-7	HUMAN	202715.4	2	1449	1449.1	31.27	31.27	Tuberin	2	2	36800000	2.0%
0.143	0.355	-0.353	3.966	3.983	3.932	3.991	4.129	4.602	3.958	4.53	Q9H6H4	Q9H6H4	1	2	2	2	Q9H6H4|E5RGS2|Q9H6H4-2	HUMAN	29565.8	12.8	1450	1450.1	31.22	31.22	Receptor expression-enhancing protein 4	2	2	1.29e+08	12.8%
	1.318		4.413	4.236	4.457	4.418	4.378	6.246	4.353	6.219	Q9NSV4	Q9NSV4	1	3	3	3	Q9NSV4|Q9NSV4-4|Q9NSV4-5|Q9NSV4-6|Q9NSV4-7|Q9NSV4-1|Q9NSV4-2	HUMAN	138235.7	3.2	1451	1451.1	31.21	31.21	Protein diaphanous homolog 3	3	3	16200000	3.2%
0	0.547	-1.326	3.049	3.046	3.38	3.147	3.243	3.995	3.285	4.335	P30536	P30536	1	3	2	2	P30536	HUMAN	18941.7	9.4	1452	1452.1	31.1	31.1	Translocator protein	2	3	2.09e+09	9.4%
0.225	1.13	-0.364	3.135	3.051	3.138	3.118	3.179	3.879	3.095	3.924	P55060	P55060	1	2	2	2	P55060|P55060-3|P55060-4|P55060-2	HUMAN	111213.3	2.6	1453	1453.1	31.09	31.09	Exportin-2	2	2	1.45e+08	2.6%
0.424	0	-0.602	2.469	2.455	2.685	2.819	2.685	3.448	2.754	3.402	Q92804	Q92804	1	2	2	2	Q92804|Q92804-2|A0A075B7D9|H3BPE7|P35637|P35637-2	HUMAN	62057.1	5.2	1454	1454.1	31.02	31.02	TATA-binding protein-associated factor 2N	2	2	95900000	5.2%
0	1.126	-0.829	2.835	2.774	2.995	2.856	3.035	4.485	3.171	4.736	P23258	P23258	1	2	2	2	P23258|Q9NRH3|K7EKE5	HUMAN	51511.3	9.3	1455	1455.1	31.02	31.02	Tubulin gamma-1 chain	2	2	55300000	9.3%
0.091	0	-0.86	3.7	2.431	3.757	2.454	3.643	2.924	4.201	3.198	TGGT1_217530-t26_1-p1	TGGT1_217530-t26_1-p1	1	3	3	3	TGGT1_217530-t26_1-p1	Toxoplasma_gondii_GT1	64097.4	4.5	1456	1456.1	30.97	30.97	TGGT1_217530	3	3	1.45e+08	4.5%
0.174	0.038		2.501	2.507	2.877	2.427	2.624	3.023	2.494	3.435	Q8TAT6-2	Q8TAT6-2	1	2	2	2	Q8TAT6-2|Q8TAT6|I3L4U9|A0A0D9SFI9	HUMAN	70258.3	3.8	1457	1457.1	30.93	30.93	Isoform 2 of Nuclear protein localization protein 4 homolog	2	2	39200000	3.8%
	0.726	-0.465	3.228	3.338	3.624	3.608	3.483	4.403	3.364	4.414	Q92552-2	Q92552-2	1	2	2	2	Q92552-2|Q92552|G5EA06|D6RJC7|E5RJ73	HUMAN	49548.5	6.3	1458	1458.1	30.89	30.89	Isoform 2 of 28S ribosomal protein S27 mitochondrial	2	2	80600000	6.3%
-0.242	0.467	-0.678	2.612	2.397	2.518	2.463	2.625	3.164	2.578	3.163	Q969G5	Q969G5	1	2	2	2	Q969G5|E9PIE3	HUMAN	27700.7	11.4	1459	1459.1	30.87	30.87	Caveolae-associated protein 3	2	2	2.32e+08	11.4%
0	1.096	-0.74	3.207	3.23	3.362	3.347	3.269	5.449	3.392	5.543	P52732	P52732	1	3	3	3	P52732	HUMAN	120183.8	3.4	1460	1460.1	30.84	30.84	Kinesin-like protein KIF11	3	3	3.26e+08	3.4%
0	0.614	-0.511	2.853	2.963	2.98	3.231	3.053	4.845	2.927	4.942	O43396	O43396	1	3	3	3	O43396	HUMAN	32650.1	12.1	1461	1461.1	30.81	30.81	Thioredoxin-like protein 1	3	3	1.81e+08	12.1%
0.04	0.4	-1.148	4.444	4.261	4.536	4.435	4.629	4.752	4.648	5.083	P54821	P54821	1	2	2	2	P54821|P54821-2|G3V2N3|Q99811	HUMAN	27353	10.6	1462	1462.1	30.8	30.8	Paired mesoderm homeobox protein 1	2	2	22100000	10.6%
0	0.57	-0.851	2.414	1.762	2.307	1.795	2.431	3.31	2.146	3.318	Q02978	Q02978	1	2	2	2	Q02978|Q02978-2	HUMAN	34232.3	8.9	1463	1463.1	30.72	30.72	Mitochondrial 2-oxoglutarate/malate carrier protein	2	2	3.6e+08	8.9%
	1.065	-0.322	2.245	2.338	2.502	2.265	2.333	3.632	2.587	3.804	Q86UW6	Q86UW6	1	2	2	2	Q86UW6|Q86UW6-2	HUMAN	200566.4	2.2	1464	1464.1	30.67	30.67	NEDD4-binding protein 2	2	2	23600000	2.2%
-0.302	1.002	-0.258	3.097	3.17	3.194	3.11	3.147	4.449	3.125	4.52	Q14683	Q14683	1	2	2	2	Q14683|G8JLG1	HUMAN	143857.9	1.8	1465	1465.1	30.62	30.62	Structural maintenance of chromosomes protein 1A	2	2	3.7e+07	1.8%
0	0.56	-0.524	3.038	3.483	2.963	2.846	2.811	3.676	2.748	3.786	Q8NFA0	Q8NFA0	1	3	3	3	Q8NFA0|K7EQL6	HUMAN	183934.5	2	1466	1466.1	30.62	30.62	Ubiquitin carboxyl-terminal hydrolase 32	3	3	46700000	2.0%
0.047		-0.432	2.292	2.345	2.464	2.983	2.337	1.488	2.304	1.966	Q16630-2	Q16630-2	1	2	2	2	Q16630-2|Q16630|Q16630-3|F8WJN3	HUMAN	63640.9	5.6	1467	1467.1	30.56	30.56	Isoform 2 of Cleavage and polyadenylation specificity factor subunit 6	2	2	27800000	5.6%
											P54296	P54296	1	2	2	2	P54296|A0A0J9YVV7|E7EWH9	HUMAN	166433.8	1.8	1468	1468.1	30.5	30.5	Myomesin-2	2	2	5860000	1.8%
0.347		-1.348	2.152	2.149	2.17	2.591	2.088	1.245	2.37	1.677	P12270	P12270	1	2	2	2	P12270|P12270-2	HUMAN	267687.4	0.9	1469	1469.1	30.49	30.49	Nucleoprotein TPR	2	2	32200000	0.9%
0	1.19	-0.699	1.936	2.238	2.106	1.964	2.077	3.38	2.016	3.697	A0A087X1I8	A0A087X1I8	1	4	3	3	A0A087X1I8|Q7Z3E5	HUMAN	92558.7	3.4	1470	1470.1	30.48	30.48	LisH domain-containing protein ARMC9	3	4	56800000	3.4%
0	0.247	-1.468	2.641	2.591	2.699	2.505	2.391	2.689	2.541	2.798	P10515	P10515	1	3	3	3	P10515	HUMAN	69508.9	4.6	1471	1471.1	30.43	30.43	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex mitochondrial	3	3	3.5e+08	4.6%
0.204	0.003	-0.57	0.191	-3.038	0.475	-1.747	0.307	-1.44	0.395	-1.247	TGGT1_208560-t26_1-p1	TGGT1_208560-t26_1-p1	1	2	2	2	TGGT1_208560-t26_1-p1	Toxoplasma_gondii_GT1	73299.5	4.3	1472	1472.1	30.35	30.35	TGGT1_208560	2	2	26500000	4.3%
	2.8		4.762	4.617	5.064	4.484	5.015	7.025	5.326	7.341	Q02818	Q02818	1	3	3	3	Q02818	HUMAN	53878.3	9.5	1473	1473.1	30.31	30.31	Nucleobindin-1	3	3	2.14e+09	9.5%
	0.781		2.285	2.502	2.407	3.718	2.822	1.15	2.001	1.025	Q8N2Y8	Q8N2Y8	1	2	2	2	Q8N2Y8	HUMAN	163333.5	0.7	1474	1474.1	30.25	30.25	Iporin	2	2	67100000	0.7%
0	0.726	-1.207	3.22	3.802	3.617	3.118	3.293	3.988	3.266	4.155	Q9P253	Q9P253	1	3	3	3	Q9P253	HUMAN	111552.9	2.5	1475	1475.1	30.16	30.16	Vacuolar protein sorting-associated protein 18 homolog	3	3	1.6e+08	2.5%
	0.194	-0.625	-0.716	-3.999	-0.048		-0.364	-2.544	-0.31	-2.273	TGGT1_258870A-t26_1-p1	TGGT1_258870A-t26_1-p1	1	2	2	2	TGGT1_258870A-t26_1-p1|TGGT1_258870B-t26_1-p1	Toxoplasma_gondii_GT1	61681.2	4.6	1476	1476.1	30.15	30.15	TGGT1_258870A	2	2	21600000	4.6%
	0.783	-0.455	3.27	3.412	3.06	3.32	3.46	4.372	3.296	4.428	O14966	O14966	1	2	2	2	O14966|O14966-2|O14966-3|Q13637|P57729	HUMAN	23440.1	13.7	1477	1477.1	29.99	29.99	Ras-related protein Rab-7L1	2	2	3.01e+08	13.7%
0.065	0.085	-0.922	1.612	1.535	2.039	1.765	1.509	2.132	1.544	2.221	A2A274	A2A274	1	2	2	2	A2A274|Q99798	HUMAN	88617.1	4.3	1478	1478.1	29.92	29.92	Aconitate hydratase mitochondrial	2	2	1.02e+08	4.3%
